benchmark_class,case_number,case_id,seed,container_length_mm,container_width_mm,container_height_mm,number_of_box_types,requested_units,requested_volume_m3,container_volume_m3,requested_volume_vs_container_pct,weight_kg,stackable,sequence,source_file,source_url
BR1,13,BR1-13,2503705,5870,2330,2200,3,284,30.043476,30.08962,99.84664478979795,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,14,BR1-14,2503805,5870,2330,2200,3,132,29.687592,30.08962,98.66389804856293,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,15,BR1-15,2503905,5870,2330,2200,3,119,30.04168,30.08962,99.84067595403332,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,16,BR1-16,2504005,5870,2330,2200,3,159,30.030633,30.08962,99.80396229663253,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,17,BR1-17,2504105,5870,2330,2200,3,213,29.91816,30.08962,99.43016894198065,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,18,BR1-18,2504205,5870,2330,2200,3,82,29.624112,30.08962,98.45292828556825,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,19,BR1-19,2504305,5870,2330,2200,3,130,30.06348,30.08962,99.91312618770193,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,20,BR1-20,2504405,5870,2330,2200,3,88,30.025368,30.08962,99.78646456818,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,21,BR1-21,2504505,5870,2330,2200,3,79,30.014288,30.08962,99.74964123840712,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,22,BR1-22,2504605,5870,2330,2200,3,116,29.908086,30.08962,99.39668895785324,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,23,BR1-23,2504705,5870,2330,2200,3,128,29.99218,30.08962,99.67616739593255,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,24,BR1-24,2504805,5870,2330,2200,3,114,29.93136,30.08962,99.47403789080754,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,25,BR1-25,2504905,5870,2330,2200,3,139,30.07641,30.08962,99.95609781712099,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,26,BR1-26,2505005,5870,2330,2200,3,124,29.952116,30.08962,99.54301848943257,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,27,BR1-27,2505105,5870,2330,2200,3,103,29.864124,30.08962,99.25058541782847,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,28,BR1-28,2505205,5870,2330,2200,3,111,29.861312,30.08962,99.24124000236625,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,29,BR1-29,2505305,5870,2330,2200,3,109,30.003672,30.08962,99.71435996865364,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,30,BR1-30,2505405,5870,2330,2200,3,405,30.036328,30.08962,99.82288908932715,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,31,BR1-31,2505505,5870,2330,2200,3,129,30.048858,30.08962,99.86453135666054,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,32,BR1-32,2505605,5870,2330,2200,3,155,30.045564,30.08962,99.85358405988511,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,33,BR1-33,2505705,5870,2330,2200,3,282,29.94291,30.08962,99.51242322103104,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,34,BR1-34,2505805,5870,2330,2200,3,160,29.801736,30.08962,99.04324481332766,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,35,BR1-35,2505905,5870,2330,2200,3,150,29.999712,30.08962,99.70119928400558,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,36,BR1-36,2506005,5870,2330,2200,3,172,29.778638,30.08962,98.96648079969106,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,37,BR1-37,2506105,5870,2330,2200,3,99,29.9473,30.08962,99.52701296992119,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,38,BR1-38,2506205,5870,2330,2200,3,93,30.02506,30.08962,99.78544095937403,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,39,BR1-39,2506305,5870,2330,2200,3,243,29.993916,30.08962,99.68193682738433,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,40,BR1-40,2506405,5870,2330,2200,3,107,29.957776,30.08962,99.5618289629447,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,41,BR1-41,2506505,5870,2330,2200,3,109,30.048518,30.08962,99.86340139888772,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,42,BR1-42,2506605,5870,2330,2200,3,168,30.07704,30.08962,99.9581915624059,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,43,BR1-43,2506705,5870,2330,2200,3,141,29.87285,30.08962,99.2795854517272,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,44,BR1-44,2506805,5870,2330,2200,3,142,29.956426,30.08962,99.55734236590558,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,45,BR1-45,2506905,5870,2330,2200,3,140,30.011085,30.08962,99.73899637150619,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,46,BR1-46,2507005,5870,2330,2200,3,116,29.737434,30.08962,98.82954321124694,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,47,BR1-47,2507105,5870,2330,2200,3,137,29.839484,30.08962,99.16869671335165,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,48,BR1-48,2507205,5870,2330,2200,3,153,30.055172,30.08962,99.88551533718272,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,49,BR1-49,2507305,5870,2330,2200,3,86,29.92032,30.08962,99.43734749724324,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,50,BR1-50,2507405,5870,2330,2200,3,168,29.92104,30.08962,99.43974034899743,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,51,BR1-51,2507505,5870,2330,2200,3,129,30.023149,30.08962,99.77908993200978,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,52,BR1-52,2507605,5870,2330,2200,3,187,30.083392,30.08962,99.97930183232623,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,53,BR1-53,2507705,5870,2330,2200,3,170,30.055886,30.08962,99.88788824850563,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,54,BR1-54,2507805,5870,2330,2200,3,142,30.089374,30.08962,99.99918244231732,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,55,BR1-55,2507905,5870,2330,2200,3,114,29.87989,30.08962,99.30298222443487,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,56,BR1-56,2508005,5870,2330,2200,3,408,30.010372,30.08962,99.73662678358849,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,57,BR1-57,2508105,5870,2330,2200,3,124,29.940978,30.08962,99.50600240215729,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,58,BR1-58,2508205,5870,2330,2200,3,92,30.070062,30.08962,99.93500084082152,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,59,BR1-59,2508305,5870,2330,2200,3,195,30.082496,30.08962,99.97632406125435,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,60,BR1-60,2508405,5870,2330,2200,3,105,30.044871,30.08962,99.85128094007169,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,61,BR1-61,2508505,5870,2330,2200,3,101,29.620808,30.08962,98.44194775474067,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,62,BR1-62,2508605,5870,2330,2200,3,120,29.97294,30.08962,99.61222507961217,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,63,BR1-63,2508705,5870,2330,2200,3,94,30.020248,30.08962,99.76944873348351,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,64,BR1-64,2508805,5870,2330,2200,3,139,30.080292,30.08962,99.96899927616234,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,65,BR1-65,2508905,5870,2330,2200,3,476,30.087516,30.08962,99.99300755542941,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,66,BR1-66,2509005,5870,2330,2200,3,145,29.937696,30.08962,99.49509498624442,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,67,BR1-67,2509105,5870,2330,2200,3,221,29.974389,30.08962,99.61704069376749,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,68,BR1-68,2509205,5870,2330,2200,3,238,30.06408,30.08962,99.91512023083044,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,69,BR1-69,2509305,5870,2330,2200,3,144,29.81056,30.08962,99.07257054093738,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,70,BR1-70,2509405,5870,2330,2200,3,163,29.917072,30.08962,99.42655307710766,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,71,BR1-71,2509505,5870,2330,2200,3,96,29.989116,30.08962,99.66598448235638,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,72,BR1-72,2509605,5870,2330,2200,3,74,29.96294,30.08962,99.5789910274706,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,73,BR1-73,2509705,5870,2330,2200,3,127,29.96766,30.08962,99.59467750008142,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,74,BR1-74,2509805,5870,2330,2200,3,132,29.880178,30.08962,99.30393936513656,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,75,BR1-75,2509905,5870,2330,2200,3,137,30.01968,30.08962,99.76756103932186,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,76,BR1-76,2510005,5870,2330,2200,3,269,29.98874,30.08962,99.66473488199586,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,77,BR1-77,2510105,5870,2330,2200,3,194,30.02713,30.08962,99.79232040816733,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,78,BR1-78,2510205,5870,2330,2200,3,169,30.06929,30.08962,99.93243517199619,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,79,BR1-79,2510305,5870,2330,2200,3,200,30.029968,30.08962,99.80175223216511,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,80,BR1-80,2510405,5870,2330,2200,3,133,30.07872,30.08962,99.96377488316568,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,81,BR1-81,2510505,5870,2330,2200,3,73,29.82912,30.08962,99.13425294171212,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,82,BR1-82,2510605,5870,2330,2200,3,164,29.934402,30.08962,99.484147689469,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,83,BR1-83,2510705,5870,2330,2200,3,120,29.868786,30.08962,99.26607913293687,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,84,BR1-84,2510805,5870,2330,2200,3,69,30.065466,30.08962,99.91972647045725,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,85,BR1-85,2510905,5870,2330,2200,3,319,30.056994,30.08962,99.89157058148291,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,86,BR1-86,2511005,5870,2330,2200,3,156,29.849472,30.08962,99.20189088463064,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,87,BR1-87,2511105,5870,2330,2200,3,98,30.072012,30.08962,99.94148148098913,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,88,BR1-88,2511205,5870,2330,2200,3,126,30.068808,30.08962,99.93083329068297,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,89,BR1-89,2511305,5870,2330,2200,3,96,29.914048,30.08962,99.41650309974004,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,90,BR1-90,2511405,5870,2330,2200,3,90,29.885976,30.08962,99.32320846856824,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,91,BR1-91,2511505,5870,2330,2200,3,238,30.004408,30.08962,99.71680599489126,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,92,BR1-92,2511605,5870,2330,2200,3,88,30.050106,30.08962,99.86867896636781,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,93,BR1-93,2511705,5870,2330,2200,3,100,30.055544,30.08962,99.8867516439224,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,94,BR1-94,2511805,5870,2330,2200,3,133,29.791218,30.08962,99.00828923728515,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,95,BR1-95,2511905,5870,2330,2200,3,139,29.784276,30.08962,98.98521815828846,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,96,BR1-96,2512005,5870,2330,2200,3,182,30.041812,30.08962,99.84111464352159,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,97,BR1-97,2512105,5870,2330,2200,3,140,29.97076,30.08962,99.60498005624531,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,98,BR1-98,2512205,5870,2330,2200,3,122,30.088004,30.08962,99.99462937717392,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,99,BR1-99,2512305,5870,2330,2200,3,154,30.080504,30.08962,99.96970383806774,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,100,BR1-100,2512405,5870,2330,2200,3,214,29.961138,30.08962,99.57300225127469,0,True,1,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR2,1,BR2-1,2502505,5870,2330,2200,5,81,29.736002,30.08962,98.82478409498027,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,2,BR2-2,2502605,5870,2330,2200,5,114,30.065384,30.08962,99.9194539512297,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,3,BR2-3,2502705,5870,2330,2200,5,166,29.860317,30.08962,99.23793321417817,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,4,BR2-4,2502805,5870,2330,2200,5,201,29.777528,30.08962,98.96279181990334,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,5,BR2-5,2502905,5870,2330,2200,5,117,30.004749,30.08962,99.71793927606929,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,6,BR2-6,2503005,5870,2330,2200,5,142,30.057096,30.08962,99.89190956881477,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,7,BR2-7,2503105,5870,2330,2200,5,166,29.617032,30.08962,98.42939857665202,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,8,BR2-8,2503205,5870,2330,2200,5,122,30.0499,30.08962,99.86799434489369,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,9,BR2-9,2503305,5870,2330,2200,5,118,30.083478,30.08962,99.97958764517465,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,10,BR2-10,2503405,5870,2330,2200,5,174,29.796696,30.08962,99.0264948510483,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,11,BR2-11,2503505,5870,2330,2200,5,94,29.991812,30.08962,99.67494438281375,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,12,BR2-12,2503605,5870,2330,2200,5,86,30.013664,30.08962,99.7475674335535,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,13,BR2-13,2503705,5870,2330,2200,5,228,29.986002,30.08962,99.6556353985195,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,14,BR2-14,2503805,5870,2330,2200,5,95,29.963928,30.08962,99.5822745518222,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,15,BR2-15,2503905,5870,2330,2200,5,127,30.01414,30.08962,99.74914937443545,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,16,BR2-16,2504005,5870,2330,2200,5,163,29.802291,30.08962,99.04508930322152,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,17,BR2-17,2504105,5870,2330,2200,5,112,30.000251,30.08962,99.70299059941601,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,18,BR2-18,2504205,5870,2330,2200,5,98,29.970478,30.08962,99.60404285597491,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,19,BR2-19,2504305,5870,2330,2200,5,143,29.941531,30.08962,99.50784024524071,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,20,BR2-20,2504405,5870,2330,2200,5,120,30.070367,30.08962,99.93601447941184,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,21,BR2-21,2504505,5870,2330,2200,5,84,29.973756,30.08962,99.61493697826693,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,22,BR2-22,2504605,5870,2330,2200,5,100,29.45974,30.08962,97.90665352370684,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,23,BR2-23,2504705,5870,2330,2200,5,120,29.664738,30.08962,98.58794494579858,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,24,BR2-24,2504805,5870,2330,2200,5,93,29.621472,30.08962,98.44415449580288,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,25,BR2-25,2504905,5870,2330,2200,5,152,29.989836,30.08962,99.66837733411057,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,26,BR2-26,2505005,5870,2330,2200,5,169,29.842324,30.08962,99.17813518415986,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,27,BR2-27,2505105,5870,2330,2200,5,114,29.975484,30.08962,99.62067982247699,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,28,BR2-28,2505205,5870,2330,2200,5,122,29.992014,30.08962,99.675615710667,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,29,BR2-29,2505305,5870,2330,2200,5,156,30.045904,30.08962,99.85471401765793,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,30,BR2-30,2505405,5870,2330,2200,5,196,29.939532,30.08962,99.50119675821762,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,31,BR2-31,2505505,5870,2330,2200,5,142,30.073086,30.08962,99.94505081818913,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,32,BR2-32,2505605,5870,2330,2200,5,142,30.012316,30.08962,99.74308748332481,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,33,BR2-33,2505705,5870,2330,2200,5,116,29.534454,30.08962,98.15495842087736,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,34,BR2-34,2505805,5870,2330,2200,5,156,30.006566,30.08962,99.72397790334341,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,35,BR2-35,2505905,5870,2330,2200,5,147,29.933622,30.08962,99.48155543340195,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,36,BR2-36,2506005,5870,2330,2200,5,104,30.073463,30.08962,99.94630374195486,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
BR2,37,BR2-37,2506105,5870,2330,2200,5,105,29.731844,30.08962,98.8109653760998,0,True,1,thpack2.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack2.txt
