benchmark_class,case_number,case_id,seed,container_length_mm,container_width_mm,container_height_mm,number_of_box_types,product_id,product_name,length_mm,width_mm,height_mm,qty,weight_kg,stackable,sequence,R1,R2,R3,source_length_vertical_allowed,source_width_vertical_allowed,source_height_vertical_allowed,source_file,source_url
BR1,11,BR1-11,2503505,5870,2330,2200,3,2,BR1-11-P2,710,600,250,36,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,11,BR1-11,2503505,5870,2330,2200,3,3,BR1-11-P3,1060,800,590,33,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,12,BR1-12,2503605,5870,2330,2200,3,1,BR1-12-P1,950,800,570,38,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,12,BR1-12,2503605,5870,2330,2200,3,2,BR1-12-P2,1120,870,230,29,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,12,BR1-12,2503605,5870,2330,2200,3,3,BR1-12-P3,1160,410,400,37,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,13,BR1-13,2503705,5870,2330,2200,3,1,BR1-13-P1,520,360,250,112,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,13,BR1-13,2503705,5870,2330,2200,3,2,BR1-13-P2,630,370,210,76,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,13,BR1-13,2503705,5870,2330,2200,3,3,BR1-13-P3,1000,610,360,96,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,14,BR1-14,2503805,5870,2330,2200,3,1,BR1-14-P1,680,480,310,45,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,14,BR1-14,2503805,5870,2330,2200,3,2,BR1-14-P2,1040,800,630,41,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,14,BR1-14,2503805,5870,2330,2200,3,3,BR1-14-P3,820,460,210,46,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,15,BR1-15,2503905,5870,2330,2200,3,1,BR1-15-P1,1000,440,370,32,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,15,BR1-15,2503905,5870,2330,2200,3,2,BR1-15-P2,900,780,550,49,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,15,BR1-15,2503905,5870,2330,2200,3,3,BR1-15-P3,650,570,420,38,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,16,BR1-16,2504005,5870,2330,2200,3,1,BR1-16-P1,430,400,390,49,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,16,BR1-16,2504005,5870,2330,2200,3,2,BR1-16-P2,970,760,400,51,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,16,BR1-16,2504005,5870,2330,2200,3,3,BR1-16-P3,670,630,470,59,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,17,BR1-17,2504105,5870,2330,2200,3,1,BR1-17-P1,720,490,350,72,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,17,BR1-17,2504105,5870,2330,2200,3,2,BR1-17-P2,750,660,470,76,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,17,BR1-17,2504105,5870,2330,2200,3,3,BR1-17-P3,780,300,220,65,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,18,BR1-18,2504205,5870,2330,2200,3,1,BR1-18-P1,1040,550,300,25,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,18,BR1-18,2504205,5870,2330,2200,3,2,BR1-18-P2,920,890,730,24,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,18,BR1-18,2504205,5870,2330,2200,3,3,BR1-18-P3,880,880,430,33,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,19,BR1-19,2504305,5870,2330,2200,3,1,BR1-19-P1,600,450,260,40,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,19,BR1-19,2504305,5870,2330,2200,3,2,BR1-19-P2,710,430,390,40,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,19,BR1-19,2504305,5870,2330,2200,3,3,BR1-19-P3,990,710,640,50,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,20,BR1-20,2504405,5870,2330,2200,3,1,BR1-20-P1,970,770,660,28,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,20,BR1-20,2504405,5870,2330,2200,3,2,BR1-20-P2,810,690,690,32,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,20,BR1-20,2504405,5870,2330,2200,3,3,BR1-20-P3,1090,530,240,28,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,21,BR1-21,2504505,5870,2330,2200,3,1,BR1-21-P1,1090,930,720,27,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,21,BR1-21,2504505,5870,2330,2200,3,2,BR1-21-P2,950,670,320,26,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,21,BR1-21,2504505,5870,2330,2200,3,3,BR1-21-P3,1190,450,360,26,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,22,BR1-22,2504605,5870,2330,2200,3,1,BR1-22-P1,890,780,500,29,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,22,BR1-22,2504605,5870,2330,2200,3,2,BR1-22-P2,730,650,460,51,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,22,BR1-22,2504605,5870,2330,2200,3,3,BR1-22-P3,940,660,390,36,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,23,BR1-23,2504705,5870,2330,2200,3,1,BR1-23-P1,840,810,230,50,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,23,BR1-23,2504705,5870,2330,2200,3,2,BR1-23-P2,1150,720,640,34,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,23,BR1-23,2504705,5870,2330,2200,3,3,BR1-23-P3,770,490,250,44,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,24,BR1-24,2504805,5870,2330,2200,3,1,BR1-24-P1,1130,800,290,35,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,24,BR1-24,2504805,5870,2330,2200,3,2,BR1-24-P2,980,650,620,34,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,24,BR1-24,2504805,5870,2330,2200,3,3,BR1-24-P3,600,590,460,45,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,25,BR1-25,2504905,5870,2330,2200,3,1,BR1-25-P1,750,540,350,47,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,25,BR1-25,2504905,5870,2330,2200,3,2,BR1-25-P2,1070,600,490,45,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,25,BR1-25,2504905,5870,2330,2200,3,3,BR1-25-P3,700,670,420,47,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,26,BR1-26,2505005,5870,2330,2200,3,1,BR1-26-P1,860,710,410,46,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,26,BR1-26,2505005,5870,2330,2200,3,2,BR1-26-P2,750,580,580,41,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,26,BR1-26,2505005,5870,2330,2200,3,3,BR1-26-P3,1000,810,270,37,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,27,BR1-27,2505105,5870,2330,2200,3,1,BR1-27-P1,1180,660,470,39,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,27,BR1-27,2505105,5870,2330,2200,3,2,BR1-27-P2,990,560,250,34,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,27,BR1-27,2505105,5870,2330,2200,3,3,BR1-27-P3,910,830,480,30,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,28,BR1-28,2505205,5870,2330,2200,3,1,BR1-28-P1,620,590,520,32,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,28,BR1-28,2505205,5870,2330,2200,3,2,BR1-28-P2,540,520,500,39,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,28,BR1-28,2505205,5870,2330,2200,3,3,BR1-28-P3,1020,690,650,40,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,29,BR1-29,2505305,5870,2330,2200,3,1,BR1-29-P1,910,580,570,40,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,29,BR1-29,2505305,5870,2330,2200,3,2,BR1-29-P2,920,780,530,33,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,29,BR1-29,2505305,5870,2330,2200,3,3,BR1-29-P3,1120,480,280,36,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,30,BR1-30,2505405,5870,2330,2200,3,1,BR1-30-P1,640,530,320,154,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,30,BR1-30,2505405,5870,2330,2200,3,2,BR1-30-P2,510,420,280,117,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,30,BR1-30,2505405,5870,2330,2200,3,3,BR1-30-P3,490,320,300,134,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,31,BR1-31,2505505,5870,2330,2200,3,1,BR1-31-P1,700,630,490,45,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,31,BR1-31,2505505,5870,2330,2200,3,2,BR1-31-P2,840,540,490,42,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,31,BR1-31,2505505,5870,2330,2200,3,3,BR1-31-P3,890,700,420,42,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,32,BR1-32,2505605,5870,2330,2200,3,1,BR1-32-P1,950,760,440,57,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,32,BR1-32,2505605,5870,2330,2200,3,2,BR1-32-P2,810,470,340,58,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,32,BR1-32,2505605,5870,2330,2200,3,3,BR1-32-P3,710,520,300,40,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,33,BR1-33,2505705,5870,2330,2200,3,1,BR1-33-P1,400,360,210,84,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,33,BR1-33,2505705,5870,2330,2200,3,2,BR1-33-P2,760,450,310,103,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,33,BR1-33,2505705,5870,2330,2200,3,3,BR1-33-P3,630,540,510,95,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,34,BR1-34,2505805,5870,2330,2200,3,1,BR1-34-P1,680,350,270,47,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,34,BR1-34,2505805,5870,2330,2200,3,2,BR1-34-P2,1180,570,430,54,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,34,BR1-34,2505805,5870,2330,2200,3,3,BR1-34-P3,730,720,360,59,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,35,BR1-35,2505905,5870,2330,2200,3,1,BR1-35-P1,1000,330,310,46,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,35,BR1-35,2505905,5870,2330,2200,3,2,BR1-35-P2,840,680,420,58,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,35,BR1-35,2505905,5870,2330,2200,3,3,BR1-35-P3,950,840,310,46,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,36,BR1-36,2506005,5870,2330,2200,3,1,BR1-36-P1,410,390,260,57,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,36,BR1-36,2506005,5870,2330,2200,3,2,BR1-36-P2,1100,400,340,70,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,36,BR1-36,2506005,5870,2330,2200,3,3,BR1-36-P3,940,770,520,45,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,37,BR1-37,2506105,5870,2330,2200,3,1,BR1-37-P1,980,730,440,25,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,37,BR1-37,2506105,5870,2330,2200,3,2,BR1-37-P2,600,600,380,37,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,37,BR1-37,2506105,5870,2330,2200,3,3,BR1-37-P3,1050,730,600,37,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,38,BR1-38,2506205,5870,2330,2200,3,1,BR1-38-P1,1040,940,500,34,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,38,BR1-38,2506205,5870,2330,2200,3,2,BR1-38-P2,1020,870,360,25,0,True,1,True,False,False,False,False,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,38,BR1-38,2506205,5870,2330,2200,3,3,BR1-38-P3,1150,420,330,34,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,39,BR1-39,2506305,5870,2330,2200,3,1,BR1-39-P1,890,560,450,97,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,39,BR1-39,2506305,5870,2330,2200,3,2,BR1-39-P2,530,370,340,69,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,39,BR1-39,2506305,5870,2330,2200,3,3,BR1-39-P3,540,350,250,77,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,40,BR1-40,2506405,5870,2330,2200,3,1,BR1-40-P1,850,770,620,28,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,40,BR1-40,2506405,5870,2330,2200,3,2,BR1-40-P2,940,630,320,39,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,40,BR1-40,2506405,5870,2330,2200,3,3,BR1-40-P3,830,750,450,40,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,41,BR1-41,2506505,5870,2330,2200,3,1,BR1-41-P1,1090,800,680,35,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,41,BR1-41,2506505,5870,2330,2200,3,2,BR1-41-P2,900,450,310,37,0,True,1,True,True,False,False,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
BR1,41,BR1-41,2506505,5870,2330,2200,3,3,BR1-41-P3,660,560,340,37,0,True,1,True,True,True,True,True,True,thpack1.txt,https://people.brunel.ac.uk/~mastjjb/jeb/orlib/files/thpack1.txt
